year,quarter,state,commodity,unit,value,percent
2015,Q4,OKLAHOMA,WHEAT,BU,202174999.99999997,0.0
2015,Q4,OKLAHOMA,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q4,OREGON,CANOLA,LB,1234999.9999999998,0.0
2015,Q4,OREGON,CHEESE,LB,51993000.0,0.0
2015,Q4,OREGON,EGGS,DOZEN,29566800.0,0.0
2015,Q4,OREGON,EGGS,EGGS,354800000.0,0.0
2015,Q4,OREGON,MILK,LB,629000000.0,0.0
2015,Q4,OREGON,MILK,LB / HEAD,4995.0,0.0
2015,Q4,OREGON,POTATOES,CWT,17738000.000000004,0.0
2015,Q4,OREGON,POTATOES,PCT BY GRADE,96.75,0.0
2015,Q4,OREGON,RED MEAT,LB,19200000.0,0.0
2015,Q4,OREGON,WHEAT,BU,84716500.0,0.0
2015,Q4,OREGON,WHEAT,PCT BY TYPE,49.99999999999999,0.0
2015,Q4,PENNSYLVANIA,BUTTER,LB,24537000.0,0.0
2015,Q4,PENNSYLVANIA,CHEESE,LB,221487000.0,0.0
2015,Q4,PENNSYLVANIA,CHICKENS,LB,103687000.0,0.0
2015,Q4,PENNSYLVANIA,EGGS,DOZEN,332049800.0,0.0
2015,Q4,PENNSYLVANIA,EGGS,EGGS,3984600000.0,0.0
2015,Q4,PENNSYLVANIA,MILK,LB,2670828000.0,0.0
2015,Q4,PENNSYLVANIA,MILK,LB / HEAD,4960.0,0.0
2015,Q4,PENNSYLVANIA,POTATOES,CWT,1106500.0000000002,0.0
2015,Q4,PENNSYLVANIA,RED MEAT,LB,368100000.0,0.0
2015,Q4,PENNSYLVANIA,TOMATOES,CWT,97250.00000000001,0.0
2015,Q4,PENNSYLVANIA,TURKEYS,LB,49777000.0,0.0
2015,Q4,PENNSYLVANIA,WHEAT,BU,21477500.000000004,0.0
2015,Q4,PENNSYLVANIA,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q4,RHODE ISLAND,POTATOES,CWT,70500.0,0.0
2015,Q4,SOUTH CAROLINA,CHICKENS,LB,405829000.0,0.0
2015,Q4,SOUTH CAROLINA,EGGS,DOZEN,49883600.0,0.0
2015,Q4,SOUTH CAROLINA,EGGS,EGGS,598600000.0,0.0
2015,Q4,SOUTH CAROLINA,RED MEAT,LB,57200000.0,0.0
2015,Q4,SOUTH CAROLINA,TOMATOES,CWT,216000.0,0.0
2015,Q4,SOUTH CAROLINA,WHEAT,BU,16600000.000000002,0.0
2015,Q4,SOUTH CAROLINA,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q4,SOUTH DAKOTA,CHEESE,LB,70868000.0,0.0
2015,Q4,SOUTH DAKOTA,EGGS,DOZEN,17733400.0,0.0
2015,Q4,SOUTH DAKOTA,EGGS,EGGS,212800000.0,0.0
2015,Q4,SOUTH DAKOTA,MILK,LB,614000000.0,0.0
2015,Q4,SOUTH DAKOTA,MILK,LB / HEAD,5600.0,0.0
2015,Q4,SOUTH DAKOTA,RED MEAT,LB,312500000.0,0.0
2015,Q4,SOUTH DAKOTA,WHEAT,BU,178780500.0,0.0
2015,Q4,SOUTH DAKOTA,WHEAT,PCT BY TYPE,50.0,0.0
2015,Q4,TENNESSEE,CHICKENS,LB,275841000.0,0.0
2015,Q4,TENNESSEE,RED MEAT,LB,76400000.0,0.0
2015,Q4,TENNESSEE,TOMATOES,CWT,250749.99999999994,0.0
2015,Q4,TENNESSEE,WHEAT,BU,55249999.99999999,0.0
2015,Q4,TENNESSEE,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q4,TEXAS,CHICKENS,LB,681092000.0,0.0
2015,Q4,TEXAS,EGGS,DOZEN,111816800.0,0.0
2015,Q4,TEXAS,EGGS,EGGS,1341800000.0,0.0
2015,Q4,TEXAS,MILK,LB,2530000000.0,0.0
2015,Q4,TEXAS,MILK,LB / HEAD,5480.0,0.0
2015,Q4,TEXAS,POTATOES,CWT,5445000.0,0.0
2015,Q4,TEXAS,RED MEAT,LB,1036200000.0,0.0
2015,Q4,TEXAS,RICE,CWT,14653000.000000002,0.0
2015,Q4,TEXAS,TOMATOES,CWT,20250.0,0.0
2015,Q4,TEXAS,TURKEYS,LB,20895000.0,0.0
2015,Q4,TEXAS,WHEAT,BU,254287500.0,0.0
2015,Q4,TEXAS,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q4,UTAH,EGGS,DOZEN,50583600.0,0.0
2015,Q4,UTAH,EGGS,EGGS,607000000.0,0.0
2015,Q4,UTAH,MILK,LB,533000000.0,0.0
2015,Q4,UTAH,MILK,LB / HEAD,5730.0,0.0
2015,Q4,UTAH,RED MEAT,LB,118600000.0,0.0
2015,Q4,UTAH,WHEAT,BU,6207499.999999999,0.0
2015,Q4,UTAH,WHEAT,PCT BY TYPE,50.0,0.0
2015,Q4,VERMONT,CHEESE,LB,57219000.0,0.0
2015,Q4,VERMONT,MILK,LB,660000000.0,0.0
2015,Q4,VERMONT,MILK,LB / HEAD,5035.0,0.0
2015,Q4,VIRGINIA,CHICKENS,LB,337194000.0,0.0
2015,Q4,VIRGINIA,EGGS,DOZEN,34183400.0,0.0
2015,Q4,VIRGINIA,EGGS,EGGS,410200000.0,0.0
2015,Q4,VIRGINIA,MILK,LB,430000000.0,0.0
2015,Q4,VIRGINIA,MILK,LB / HEAD,4760.0,0.0
2015,Q4,VIRGINIA,POTATOES,CWT,805000.0000000001,0.0
2015,Q4,VIRGINIA,RED MEAT,LB,128500000.0,0.0
2015,Q4,VIRGINIA,TOMATOES,CWT,154999.99999999997,0.0
2015,Q4,VIRGINIA,TURKEYS,LB,153150000.0,0.0
2015,Q4,VIRGINIA,WHEAT,BU,29373750.0,0.0
2015,Q4,VIRGINIA,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q4,WASHINGTON,CANOLA,LB,17850000.0,0.0
2015,Q4,WASHINGTON,CHICKENS,LB,56206000.0,0.0
2015,Q4,WASHINGTON,EGGS,DOZEN,44175000.0,0.0
2015,Q4,WASHINGTON,EGGS,EGGS,530100000.0,0.0
2015,Q4,WASHINGTON,MILK,LB,1623000000.0,0.0
2015,Q4,WASHINGTON,MILK,LB / HEAD,5860.0,0.0
2015,Q4,WASHINGTON,POTATOES,CWT,75225000.0,0.0
2015,Q4,WASHINGTON,POTATOES,PCT BY GRADE,47.74999999999999,0.0
2015,Q4,WASHINGTON,RED MEAT,LB,224200000.0,0.0
2015,Q4,WASHINGTON,WHEAT,BU,231409999.99999997,0.0
2015,Q4,WASHINGTON,WHEAT,PCT BY TYPE,50.0,0.0
2015,Q4,WEST VIRGINIA,CHICKENS,LB,75121000.0,0.0
2015,Q4,WEST VIRGINIA,RED MEAT,LB,2300000.0,0.0
2015,Q4,WEST VIRGINIA,WHEAT,BU,274500.0,0.0
2015,Q4,WEST VIRGINIA,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q4,WISCONSIN,CHEESE,LB,1970751000.0,0.0
2015,Q4,WISCONSIN,CHICKENS,LB,38491000.0,0.0
2015,Q4,WISCONSIN,EGGS,DOZEN,30616600.0,0.0
2015,Q4,WISCONSIN,EGGS,EGGS,367400000.0,0.0
2015,Q4,WISCONSIN,MILK,LB,7275000000.0,0.0
2015,Q4,WISCONSIN,MILK,LB / HEAD,5685.0,0.0
2015,Q4,WISCONSIN,POTATOES,CWT,22156500.0,0.0
2015,Q4,WISCONSIN,POTATOES,PCT BY GRADE,97.25,0.0
2015,Q4,WISCONSIN,RED MEAT,LB,257500000.0,0.0
2015,Q4,WISCONSIN,WHEAT,BU,32840000.000000004,0.0
2015,Q4,WISCONSIN,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q4,WYOMING,RED MEAT,LB,1100000.0,0.0
2015,Q4,WYOMING,WHEAT,BU,4330000.000000001,0.0
2015,Q4,WYOMING,WHEAT,PCT BY TYPE,24.999999999999996,0.0
2016,Q1,ALABAMA,CHICKENS,LB,1117173000.0,2.663507901660465
2016,Q1,ALABAMA,EGGS,DOZEN,88800400.0,2.4618423663963593
2016,Q1,ALABAMA,EGGS,EGGS,1065600000.0,2.4615384615384617
2016,Q1,ALABAMA,RED MEAT,LB,2200000.0,10.0
2016,Q1,ALABAMA,WHEAT,BU,5949999.999999999,-58.83777239709445
2016,Q1,ALABAMA,WHEAT,PCT BY TYPE,25.0,0.0
2016,Q1,ALASKA,POTATOES,CWT,118750.0,69.64285714285717
2016,Q1,ALASKA,RED MEAT,LB,300000.0,0.0
2016,Q1,ARIZONA,MILK,LB,1269000000.0,1.8459069020866776
2016,Q1,ARIZONA,MILK,LB / HEAD,6325.0,1.5248796147672552
2016,Q1,ARIZONA,RED MEAT,LB,124400000.0,14.443422263109476
2016,Q1,ARIZONA,WHEAT,BU,14965250.0,-44.453826738920654
2016,Q1,ARIZONA,WHEAT,PCT BY TYPE,24.999999999999996,-1.4210854715202004e-14
2016,Q1,ARKANSAS,CHICKENS,LB,1143894000.0,7.104976348580353
2016,Q1,ARKANSAS,EGGS,DOZEN,144950000.0,8.01043219076006
2016,Q1,ARKANSAS,EGGS,EGGS,1739400000.0,8.01043219076006
2016,Q1,ARKANSAS,RED MEAT,LB,1500000.0,36.36363636363637
2016,Q1,ARKANSAS,RICE,CWT,164892750.0,13.38689477986484
2016,Q1,ARKANSAS,TURKEYS,LB,149021000.0,-3.6018086668521048
2016,Q1,ARKANSAS,WHEAT,BU,11000000.0,-64.48748991121872
2016,Q1,ARKANSAS,WHEAT,PCT BY TYPE,25.0,0.0
2016,Q1,CALIFORNIA,BUTTER,LB,159219000.0,-3.689253438826988
2016,Q1,CALIFORNIA,CHEESE,LB,1776298000.0,3.2281872603151305
2016,Q1,CALIFORNIA,CHICKENS,LB,296511000.0,0.39547238295811993
2016,Q1,CALIFORNIA,EGGS,DOZEN,72458300.0,10.24448802664431
2016,Q1,CALIFORNIA,EGGS,EGGS,869500000.0,10.244706479016102
2016,Q1,CALIFORNIA,MILK,LB,10614888000.0,-2.028262490974553
2016,Q1,CALIFORNIA,MILK,LB / HEAD,5845.0,-1.0998307952622675
2016,Q1,CALIFORNIA,POTATOES,CWT,11096749.999999998,25.054938862906383
2016,Q1,CALIFORNIA,RED MEAT,LB,343500000.0,4.949587534372136
2016,Q1,CALIFORNIA,RICE,CWT,73028750.00000001,39.0937703856428
2016,Q1,CALIFORNIA,TOMATOES,CWT,132337824.99999999,5933.868688020059
2016,Q1,CALIFORNIA,TOMATOES,TONS,9455281.999999998,31.928031254360235
2016,Q1,CALIFORNIA,TURKEYS,LB,61532000.0,17.866104779235705
2016,Q1,CALIFORNIA,WHEAT,BU,27644750.000000004,-25.86551354250468
2016,Q1,CALIFORNIA,WHEAT,PCT BY TYPE,25.0,0.0
2016,Q1,COLORADO,CHEESE,LB,4295000.0,0.0
2016,Q1,COLORADO,EGGS,DOZEN,28650000.0,12.831701572948747
2016,Q1,COLORADO,EGGS,EGGS,343800000.0,12.832294059730884
2016,Q1,COLORADO,MILK,LB,953000000.0,4.266958424507659
2016,Q1,COLORADO,MILK,LB / HEAD,6355.0,2.0064205457463884
2016,Q1,COLORADO,POTATOES,CWT,16604000.0,-2.080292508882893
2016,Q1,COLORADO,RED MEAT,LB,499700000.0,-0.5967774020290432
2016,Q1,COLORADO,WHEAT,BU,140230000.00000003,-16.86379131465835
2016,Q1,COLORADO,WHEAT,PCT BY TYPE,50.0,0.0
2016,Q1,DELAWARE,CHICKENS,LB,467078000.0,8.8985826896489
2016,Q1,DELAWARE,WHEAT,BU,2177500.0000000005,-51.14974761637687
2016,Q1,DELAWARE,WHEAT,PCT BY TYPE,25.0,0.0
2016,Q1,FLORIDA,CHICKENS,LB,76370000.0,5.4950823295391755
2016,Q1,FLORIDA,EGGS,DOZEN,101716800.0,-1.4372093023255814
2016,Q1,FLORIDA,EGGS,EGGS,1220600000.0,-1.4373385012919897
2016,Q1,FLORIDA,MILK,LB,681000000.0,-2.575107296137339
2016,Q1,FLORIDA,MILK,LB / HEAD,5420.0,-3.4728406055209264
2016,Q1,FLORIDA,POTATOES,CWT,4328500.000000001,27.15922444183313
2016,Q1,FLORIDA,RED MEAT,LB,21400000.0,-1.834862385321101
2016,Q1,FLORIDA,TOMATOES,CWT,5460000.0,129.91893883566686
2016,Q1,FLORIDA,WHEAT,BU,225000.0,-65.9090909090909
2016,Q1,FLORIDA,WHEAT,PCT BY TYPE,25.0,0.0
2016,Q1,GEORGIA,CHICKENS,LB,1365128000.0,0.569694156822443
2016,Q1,GEORGIA,EGGS,DOZEN,223250200.0,9.723266619681068
2016,Q1,GEORGIA,EGGS,EGGS,2679000000.0,9.723132372214941
2016,Q1,GEORGIA,RED MEAT,LB,31300000.0,2.287581699346405
2016,Q1,GEORGIA,WHEAT,BU,2530000.0000000005,-85.51595820810076
2016,Q1,GEORGIA,WHEAT,PCT BY TYPE,25.0,0.0
2016,Q1,HAWAII,RED MEAT,LB,2200000.0,-4.3478260869565215
2016,Q1,IDAHO,CANOLA,LB,21525000.0,16.194331983805668
2016,Q1,IDAHO,CHEESE,LB,661668000.0,2.847443611476819
2016,Q1,IDAHO,MILK,LB,3530000000.0,4.068396226415095
2016,Q1,IDAHO,MILK,LB / HEAD,5990.0,2.6563838903170525
2016,Q1,IDAHO,POTATOES,CWT,104490000.0,6.862344037635524
2016,Q1,IDAHO,POTATOES,PCT BY GRADE,96.99999999999999,103.1413612565445
2016,Q1,IDAHO,RED MEAT,LB,12600000.0,18.867924528301888
2016,Q1,IDAHO,WHEAT,BU,154708750.0,-19.27379220830046
2016,Q1,IDAHO,WHEAT,PCT BY TYPE,50.0,1.4210854715202007e-14
2016,Q1,ILLINOIS,CHEESE,LB,38976000.0,4.980203086702399
2016,Q1,ILLINOIS,EGGS,DOZEN,62050400.0,11.534838909140586
2016,Q1,ILLINOIS,EGGS,EGGS,744600000.0,11.533852606351108
2016,Q1,ILLINOIS,MILK,LB,492000000.0,1.8633540372670807
2016,Q1,ILLINOIS,MILK,LB / HEAD,5235.0,2.949852507374631
2016,Q1,ILLINOIS,POTATOES,CWT,2156750.0,8.243412797992459
2016,Q1,ILLINOIS,RED MEAT,LB,852400000.0,5.208590471488521
2016,Q1,ILLINOIS,WHEAT,BU,54570000.0,-24.764760624547616
2016,Q1,ILLINOIS,WHEAT,PCT BY TYPE,25.0,0.0
2016,Q1,INDIANA,CHICKENS,LB,53296000.0,8.488376826934822
2016,Q1,INDIANA,EGGS,DOZEN,364849800.0,18.304008881965707
2016,Q1,INDIANA,EGGS,EGGS,4378200000.0,18.3041504539559
2016,Q1,INDIANA,MILK,LB,1035000000.0,5.828220858895705
2016,Q1,INDIANA,MILK,LB / HEAD,5625.0,4.166666666666666
2016,Q1,INDIANA,RED MEAT,LB,464000000.0,3.548315108234769
2016,Q1,INDIANA,TOMATOES,CWT,2606500.0,20752.0
2016,Q1,INDIANA,TOMATOES,TONS,121929.99999999999,27.262289948857077
2016,Q1,INDIANA,TURKEYS,LB,169535000.0,-1.436004767303276
2016,Q1,INDIANA,WHEAT,BU,35500000.00000001,-15.031115366203906
2016,Q1,INDIANA,WHEAT,PCT BY TYPE,25.0,0.0
2016,Q1,IOWA,CHEESE,LB,121064000.0,2.82142311154898
2016,Q1,IOWA,EGGS,DOZEN,485183600.0,-30.26131617385585
2016,Q1,IOWA,EGGS,EGGS,5822200000.0,-30.261361186306683
2016,Q1,IOWA,MILK,LB,1246000000.0,2.8901734104046244
2016,Q1,IOWA,MILK,LB / HEAD,5900.0,2.877070619006103
2016,Q1,IOWA,RED MEAT,LB,1752300000.0,-1.9088669950738917
2016,Q1,IOWA,TURKEYS,LB,104762000.0,2.5771076079506514
2016,Q1,IOWA,WHEAT,BU,535500.0,-37.58741258741259
2016,Q1,IOWA,WHEAT,PCT BY TYPE,25.0,-2.8421709430403998e-14
2016,Q1,KANSAS,CANOLA,LB,22910000.0,0.0
2016,Q1,KANSAS,MILK,LB,820000000.0,2.1170610211706102
2016,Q1,KANSAS,MILK,LB / HEAD,5725.0,2.232142857142857
2016,Q1,KANSAS,POTATOES,CWT,945000.0,56.71641791044776
2016,Q1,KANSAS,RED MEAT,LB,1270300000.0,6.550914276128167
2016,Q1,KANSAS,WHEAT,BU,765925000.0,6.017717489099609
2016,Q1,KANSAS,WHEAT,PCT BY TYPE,25.0,0.0
2016,Q1,KENTUCKY,CHICKENS,LB,324877000.0,4.151278500166705
2016,Q1,KENTUCKY,RED MEAT,LB,138200000.0,-1.0737294201861132
2016,Q1,KENTUCKY,WHEAT,BU,46135000.00000001,-28.81774349083895
2016,Q1,KENTUCKY,WHEAT,PCT BY TYPE,25.0,0.0
2016,Q1,LOUISIANA,CHICKENS,LB,213259000.0,-2.5311133150820164
2016,Q1,LOUISIANA,RED MEAT,LB,1300000.0,0.0
2016,Q1,LOUISIANA,RICE,CWT,44797000.00000001,5.186907109984051
2016,Q1,LOUISIANA,WHEAT,BU,450000.0,-90.09683098591549
2016,Q1,LOUISIANA,WHEAT,PCT BY TYPE,25.0,0.0
2016,Q1,MAINE,POTATOES,CWT,11179000.000000002,-7.462439468565043
2016,Q1,MAINE,POTATOES,PCT BY GRADE,196.25,100.25510204081634
2016,Q1,MARYLAND,CHICKENS,LB,164541000.0,9.499820318634953
2016,Q1,MARYLAND,EGGS,DOZEN,34100200.0,4.441014143864356
2016,Q1,MARYLAND,EGGS,EGGS,409200000.0,4.44104134762634
2016,Q1,MARYLAND,RED MEAT,LB,9100000.0,15.18987341772152
2016,Q1,MARYLAND,WHEAT,BU,25652500.0,-23.17310572027553
2016,Q1,MARYLAND,WHEAT,PCT BY TYPE,25.0,0.0
2016,Q1,MICHIGAN,EGGS,DOZEN,82866600.0,4.794941511223522
2016,Q1,MICHIGAN,EGGS,EGGS,994400000.0,4.795025819369796
2016,Q1,MICHIGAN,MILK,LB,2669000000.0,8.05668016194332
2016,Q1,MICHIGAN,MILK,LB / HEAD,6440.0,5.057096247960848
2016,Q1,MICHIGAN,POTATOES,CWT,12996250.000000002,-1.2630579297245823
2016,Q1,MICHIGAN,RED MEAT,LB,117800000.0,8.371665133394664
2016,Q1,MICHIGAN,TOMATOES,CWT,1682975.0000000002,763.0641025641027
2016,Q1,MICHIGAN,TOMATOES,TONS,64402.25,35.526620370370374
2016,Q1,MICHIGAN,WHEAT,BU,71975000.00000001,-7.269623474087654
2016,Q1,MICHIGAN,WHEAT,PCT BY TYPE,25.0,0.0
2016,Q1,MINNESOTA,CANOLA,LB,22537500.0,14.22959959452608
2016,Q1,MINNESOTA,CHEESE,LB,288743000.0,-4.590663371178578
2016,Q1,MINNESOTA,CHICKENS,LB,59025000.0,-5.174629695080808
2016,Q1,MINNESOTA,EGGS,DOZEN,109450200.0,-21.475553795425
2016,Q1,MINNESOTA,EGGS,EGGS,1313400000.0,-21.475547052493123
2016,Q1,MINNESOTA,MILK,LB,2420000000.0,3.242320819112628
2016,Q1,MINNESOTA,MILK,LB / HEAD,5260.0,3.23846908734053
2016,Q1,MINNESOTA,POTATOES,CWT,13009999.999999998,2.279874213836463
2016,Q1,MINNESOTA,POTATOES,PCT BY GRADE,194.75,99.74358974358975
2016,Q1,MINNESOTA,RED MEAT,LB,632900000.0,-3.8584232113018384
2016,Q1,MINNESOTA,TURKEYS,LB,219510000.0,-3.6082677943326877
2016,Q1,MINNESOTA,WHEAT,BU,78926500.0,-45.91741641941385
2016,Q1,MINNESOTA,WHEAT,PCT BY TYPE,50.0,0.0
2016,Q1,MISSISSIPPI,CHICKENS,LB,872100000.0,2.5937236780808703
2016,Q1,MISSISSIPPI,EGGS,DOZEN,57783400.0,-0.028719723183391003
2016,Q1,MISSISSIPPI,EGGS,EGGS,693400000.0,-0.02883506343713956
2016,Q1,MISSISSIPPI,RED MEAT,LB,1400000.0,0.0
2016,Q1,MISSISSIPPI,RICE,CWT,20878250.0,24.873650527826786
2016,Q1,MISSISSIPPI,WHEAT,BU,5207499.999999999,-62.69030986924593
2016,Q1,MISSISSIPPI,WHEAT,PCT BY TYPE,25.0,1.4210854715202007e-14
2016,Q1,MISSOURI,CHICKENS,LB,395080000.0,1.9519194046181318
2016,Q1,MISSOURI,EGGS,DOZEN,65008200.0,2.64458033925281
2016,Q1,MISSOURI,EGGS,EGGS,780100000.0,2.6447368421052633
2016,Q1,MISSOURI,POTATOES,CWT,1835000.0000000002,-5.800821355236117
2016,Q1,MISSOURI,RED MEAT,LB,500300000.0,1.7490339637990644
2016,Q1,MISSOURI,RICE,CWT,23272500.0,29.816341045057104
2016,Q1,MISSOURI,TURKEYS,LB,81077000.0,7.1724101465942285
2016,Q1,MISSOURI,WHEAT,BU,57620000.0,-24.988608995638874
2016,Q1,MISSOURI,WHEAT,PCT BY TYPE,25.0,1.4210854715202007e-14
2016,Q1,MONTANA,CANOLA,LB,47925000.0,-15.379182484329457
2016,Q1,MONTANA,POTATOES,CWT,2794500.0,6.813186813186813
2016,Q1,MONTANA,RED MEAT,LB,4000000.0,29.03225806451613
2016,Q1,MONTANA,WHEAT,BU,296705000.00000006,-22.704388998521573
2016,Q1,MONTANA,WHEAT,PCT BY TYPE,50.0,0.0
2016,Q1,NEBRASKA,EGGS,DOZEN,99200200.0,-15.586223563309353
2016,Q1,NEBRASKA,EGGS,EGGS,1190400000.0,-15.58644163948376
2016,Q1,NEBRASKA,POTATOES,CWT,5458999.999999999,7.007742820738979
2016,Q1,NEBRASKA,RED MEAT,LB,1903900000.0,7.58320619314008
2016,Q1,NEBRASKA,WHEAT,BU,114892500.0,-2.397740304973865
2016,Q1,NEBRASKA,WHEAT,PCT BY TYPE,25.0,0.0
2016,Q1,NEVADA,RED MEAT,LB,300000.0,0.0
2016,Q1,NEVADA,WHEAT,BU,325500.0,-58.614113159567715
2016,Q1,NEVADA,WHEAT,PCT BY TYPE,49.99999999999999,-1.4210854715202004e-14
2016,Q1,NEW HAMPSHIRE,RED MEAT,LB,5200000.0,23.809523809523807
2016,Q1,NEW JERSEY,CHEESE,LB,14132000.0,-3.811598148652328
2016,Q1,NEW JERSEY,CHICKENS,LB,1046000.0,8.393782383419689
2016,Q1,NEW JERSEY,RED MEAT,LB,9000000.0,-15.887850467289718
2016,Q1,NEW JERSEY,TOMATOES,CWT,493999.9999999999,202.60336906584988
2016,Q1,NEW JERSEY,WHEAT,BU,672000.0,-41.25874125874125
2016,Q1,NEW JERSEY,WHEAT,PCT BY TYPE,25.0,0.0
2016,Q1,NEW MEXICO,CHEESE,LB,198583000.0,1.0662228736614958
2016,Q1,NEW MEXICO,MILK,LB,1846000000.0,-5.9123343527013255
2016,Q1,NEW MEXICO,MILK,LB / HEAD,5940.0,-2.2222222222222223
2016,Q1,NEW MEXICO,RED MEAT,LB,800000.0,-11.11111111111111
2016,Q1,NEW MEXICO,WHEAT,BU,3465000.0,-51.62303664921466
2016,Q1,NEW MEXICO,WHEAT,PCT BY TYPE,25.0,0.0
2016,Q1,NEW YORK,BUTTER,LB,8047000.0,6.554555084745763
2016,Q1,NEW YORK,CHEESE,LB,457984000.0,3.5172222058979754
2016,Q1,NEW YORK,CHICKENS,LB,19804000.0,6.005780965635371
2016,Q1,NEW YORK,EGGS,DOZEN,34591600.0,11.97700353169298
2016,Q1,NEW YORK,EGGS,EGGS,415100000.0,11.977340167251146
2016,Q1,NEW YORK,MILK,LB,3633176000.0,6.057415354489882
2016,Q1,NEW YORK,MILK,LB / HEAD,5810.0,5.063291139240507
2016,Q1,NEW YORK,POTATOES,CWT,2604000.0,-20.51888592140402
2016,Q1,NEW YORK,RED MEAT,LB,9200000.0,16.455696202531644
2016,Q1,NEW YORK,WHEAT,BU,4254999.999999999,-70.4616452620618
2016,Q1,NEW YORK,WHEAT,PCT BY TYPE,25.0,0.0
2016,Q1,NORTH CAROLINA,CHICKENS,LB,1167964000.0,2.2483959726196967
2016,Q1,NORTH CAROLINA,EGGS,DOZEN,155216600.0,2.7357075628427743
2016,Q1,NORTH CAROLINA,EGGS,EGGS,1862600000.0,2.735797021511307
2016,Q1,NORTH CAROLINA,POTATOES,CWT,2216000.0,66.17922759655043
2016,Q1,NORTH CAROLINA,RED MEAT,LB,610500000.0,-6.105813595816672
2016,Q1,NORTH CAROLINA,TOMATOES,CWT,790500.0,209.0909090909091
2016,Q1,NORTH CAROLINA,TURKEYS,LB,150540000.0,-2.9588087410558885
2016,Q1,NORTH CAROLINA,WHEAT,BU,27495000.0,-58.40078674634995
2016,Q1,NORTH CAROLINA,WHEAT,PCT BY TYPE,25.0,0.0
2016,Q1,NORTH DAKOTA,CANOLA,LB,1308625000.0,2.436399217221135
2016,Q1,NORTH DAKOTA,POTATOES,CWT,15760000.0,-23.495145631067963
2016,Q1,NORTH DAKOTA,POTATOES,PCT BY GRADE,96.25,-34.18803418803419
2016,Q1,NORTH DAKOTA,RED MEAT,LB,2400000.0,4.3478260869565215
2016,Q1,NORTH DAKOTA,WHEAT,BU,339669000.0,-36.93676298442398
2016,Q1,NORTH DAKOTA,WHEAT,PCT BY TYPE,50.0,0.0
2016,Q1,OHIO,CHEESE,LB,102224000.0,7.1968624490095525
2016,Q1,OHIO,CHICKENS,LB,84775000.0,3.602722817651875
2016,Q1,OHIO,EGGS,DOZEN,218616700.0,6.2794907919210425
2016,Q1,OHIO,EGGS,EGGS,2623400000.0,6.279371252633285
2016,Q1,OHIO,MILK,LB,1392000000.0,2.503681885125184
2016,Q1,OHIO,MILK,LB / HEAD,5235.0,3.356367226061204
2016,Q1,OHIO,RED MEAT,LB,68300000.0,6.5522620904836195
2016,Q1,OHIO,TOMATOES,CWT,1573774.9999999995,610.5079006772008
2016,Q1,OHIO,TOMATOES,TONS,69298.5,29.9062705033274
2016,Q1,OHIO,TURKEYS,LB,46234000.0,2.8862629904087944
2016,Q1,OHIO,WHEAT,BU,63925000.00000001,-7.055359674312083
2016,Q1,OHIO,WHEAT,PCT BY TYPE,25.0,0.0
2016,Q1,OKLAHOMA,CANOLA,LB,53875000.00000001,-31.36942675159235
2016,Q1,OKLAHOMA,CHICKENS,LB,187577000.0,19.704530950861518
2016,Q1,OKLAHOMA,RED MEAT,LB,297900000.0,0.5399932500843739
2016,Q1,OKLAHOMA,WHEAT,BU,189525000.0,-6.256955607765535
2016,Q1,OKLAHOMA,WHEAT,PCT BY TYPE,25.0,0.0
2016,Q1,OREGON,CANOLA,LB,4600000.000000001,272.4696356275305
2016,Q1,OREGON,CHEESE,LB,150314000.0,202.1872863978127
2016,Q1,OREGON,EGGS,DOZEN,31916600.0,4.816420361247947
2016,Q1,OREGON,EGGS,EGGS,383000000.0,4.81663929939792
2016,Q1,OREGON,MILK,LB,652000000.0,3.6565977742448332
2016,Q1,OREGON,MILK,LB / HEAD,5170.0,2.6812313803376364
2016,Q1,OREGON,POTATOES,CWT,19032000.0,7.2950727252226635
2016,Q1,OREGON,POTATOES,PCT BY GRADE,193.75,100.25839793281655
2016,Q1,OREGON,RED MEAT,LB,18600000.0,0.5405405405405406
2016,Q1,OREGON,WHEAT,BU,64788250.00000001,-23.52345764992651
2016,Q1,OREGON,WHEAT,PCT BY TYPE,50.0,1.4210854715202007e-14
2016,Q1,PENNSYLVANIA,BUTTER,LB,26602000.0,-1.2106357694592988
2016,Q1,PENNSYLVANIA,CHEESE,LB,209650000.0,-1.9946988785370028
2016,Q1,PENNSYLVANIA,CHICKENS,LB,107613000.0,3.5945667555521332
2016,Q1,PENNSYLVANIA,EGGS,DOZEN,342899800.0,5.5130849840853315
2016,Q1,PENNSYLVANIA,EGGS,EGGS,4114800000.0,5.5131032360633885
2016,Q1,PENNSYLVANIA,MILK,LB,2755484000.0,0.5622834686762452
2016,Q1,PENNSYLVANIA,MILK,LB / HEAD,5115.0,0.5899705014749262
2016,Q1,PENNSYLVANIA,RED MEAT,LB,360500000.0,11.402966625463536
