"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2013","JUL","","STATE","MARYLAND","24","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,600,000",""
"SURVEY","2013","JUL","","STATE","MICHIGAN","26","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","40,000,000",""
"SURVEY","2013","JUL","","STATE","MINNESOTA","27","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","214,300,000",""
"SURVEY","2013","JUL","","STATE","MISSISSIPPI","28","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","800,000",""
"SURVEY","2013","JUL","","STATE","MISSOURI","29","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","143,200,000",""
"SURVEY","2013","JUL","","STATE","MONTANA","30","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,200,000",""
"SURVEY","2013","JUL","","STATE","NEBRASKA","31","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","632,600,000",""
"SURVEY","2013","JUL","","STATE","NEVADA","32","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","2013","JUL","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,600,000",""
"SURVEY","2013","JUL","","STATE","NEW JERSEY","34","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,400,000",""
"SURVEY","2013","JUL","","STATE","NEW MEXICO","35","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","300,000",""
"SURVEY","2013","JUL","","STATE","NEW YORK","36","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,100,000",""
"SURVEY","2013","JUL","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","188,100,000",""
"SURVEY","2013","JUL","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","600,000",""
"SURVEY","2013","JUL","","STATE","OHIO","39","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","22,500,000",""
"SURVEY","2013","JUL","","STATE","OKLAHOMA","40","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","92,800,000",""
"SURVEY","2013","JUL","","STATE","OREGON","41","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,700,000",""
"SURVEY","2013","JUL","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","100,300,000",""
"SURVEY","2013","JUL","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","20,100,000",""
"SURVEY","2013","JUL","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","82,100,000",""
"SURVEY","2013","JUL","","STATE","TENNESSEE","47","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","19,400,000",""
"SURVEY","2013","JUL","","STATE","TEXAS","48","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","407,500,000",""
"SURVEY","2013","JUL","","STATE","UTAH","49","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","41,500,000",""
"SURVEY","2013","JUL","","STATE","VIRGINIA","51","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","44,600,000",""
"SURVEY","2013","JUL","","STATE","WASHINGTON","53","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","82,100,000",""
"SURVEY","2013","JUL","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","400,000",""
"SURVEY","2013","JUL","","STATE","WISCONSIN","55","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","113,500,000",""
"SURVEY","2013","JUL","","STATE","WYOMING","56","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","500,000",""
"SURVEY","2013","AUG","","STATE","ALABAMA","01","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,000,000",""
"SURVEY","2013","AUG","","STATE","ALASKA","02","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","2013","AUG","","STATE","ARIZONA","04","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","30,700,000",""
"SURVEY","2013","AUG","","STATE","ARKANSAS","05","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","300,000",""
"SURVEY","2013","AUG","","STATE","CALIFORNIA","06","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","149,900,000",""
"SURVEY","2013","AUG","","STATE","COLORADO","08","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","206,800,000",""
"SURVEY","2013","AUG","","STATE","FLORIDA","12","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","10,000,000",""
"SURVEY","2013","AUG","","STATE","GEORGIA","13","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,200,000",""
"SURVEY","2013","AUG","","STATE","HAWAII","15","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","800,000",""
"SURVEY","2013","AUG","","STATE","IDAHO","16","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,900,000",""
"SURVEY","2013","AUG","","STATE","ILLINOIS","17","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","259,100,000",""
"SURVEY","2013","AUG","","STATE","INDIANA","18","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","148,500,000",""
"SURVEY","2013","AUG","","STATE","IOWA","19","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","556,800,000",""
"SURVEY","2013","AUG","","STATE","KANSAS","20","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","481,600,000",""
"SURVEY","2013","AUG","","STATE","KENTUCKY","21","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","44,400,000",""
"SURVEY","2013","AUG","","STATE","LOUISIANA","22","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","400,000",""
"SURVEY","2013","AUG","","STATE","MARYLAND","24","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,700,000",""
"SURVEY","2013","AUG","","STATE","MICHIGAN","26","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","38,800,000",""
"SURVEY","2013","AUG","","STATE","MINNESOTA","27","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","221,900,000",""
"SURVEY","2013","AUG","","STATE","MISSISSIPPI","28","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,200,000",""
"SURVEY","2013","AUG","","STATE","MISSOURI","29","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","151,800,000",""
"SURVEY","2013","AUG","","STATE","MONTANA","30","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,300,000",""
"SURVEY","2013","AUG","","STATE","NEBRASKA","31","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","634,900,000",""
"SURVEY","2013","AUG","","STATE","NEVADA","32","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","2013","AUG","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,700,000",""
"SURVEY","2013","AUG","","STATE","NEW JERSEY","34","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,100,000",""
"SURVEY","2013","AUG","","STATE","NEW MEXICO","35","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","400,000",""
"SURVEY","2013","AUG","","STATE","NEW YORK","36","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,100,000",""
"SURVEY","2013","AUG","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","206,000,000",""
"SURVEY","2013","AUG","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","600,000",""
"SURVEY","2013","AUG","","STATE","OHIO","39","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","22,400,000",""
"SURVEY","2013","AUG","","STATE","OKLAHOMA","40","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","98,100,000",""
"SURVEY","2013","AUG","","STATE","OREGON","41","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,200,000",""
"SURVEY","2013","AUG","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","102,800,000",""
"SURVEY","2013","AUG","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","20,100,000",""
"SURVEY","2013","AUG","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","87,200,000",""
"SURVEY","2013","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","21,800,000",""
"SURVEY","2013","AUG","","STATE","TEXAS","48","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","399,600,000",""
"SURVEY","2013","AUG","","STATE","UTAH","49","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","41,200,000",""
"SURVEY","2013","AUG","","STATE","VIRGINIA","51","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","37,500,000",""
"SURVEY","2013","AUG","","STATE","WASHINGTON","53","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","77,000,000",""
"SURVEY","2013","AUG","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","600,000",""
"SURVEY","2013","AUG","","STATE","WISCONSIN","55","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","110,300,000",""
"SURVEY","2013","AUG","","STATE","WYOMING","56","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","700,000",""
"SURVEY","2013","SEP","","STATE","ALABAMA","01","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,000,000",""
"SURVEY","2013","SEP","","STATE","ALASKA","02","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","2013","SEP","","STATE","ARIZONA","04","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","32,300,000",""
"SURVEY","2013","SEP","","STATE","ARKANSAS","05","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","400,000",""
"SURVEY","2013","SEP","","STATE","CALIFORNIA","06","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","140,300,000",""
"SURVEY","2013","SEP","","STATE","COLORADO","08","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","182,500,000",""
"SURVEY","2013","SEP","","STATE","FLORIDA","12","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","10,700,000",""
"SURVEY","2013","SEP","","STATE","GEORGIA","13","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,200,000",""
"SURVEY","2013","SEP","","STATE","HAWAII","15","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","800,000",""
"SURVEY","2013","SEP","","STATE","IDAHO","16","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,000,000",""
"SURVEY","2013","SEP","","STATE","ILLINOIS","17","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","244,400,000",""
"SURVEY","2013","SEP","","STATE","INDIANA","18","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","143,600,000",""
"SURVEY","2013","SEP","","STATE","IOWA","19","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","511,600,000",""
"SURVEY","2013","SEP","","STATE","KANSAS","20","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","420,000,000",""
"SURVEY","2013","SEP","","STATE","KENTUCKY","21","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","41,300,000",""
"SURVEY","2013","SEP","","STATE","LOUISIANA","22","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","400,000",""
"SURVEY","2013","SEP","","STATE","MARYLAND","24","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,300,000",""
"SURVEY","2013","SEP","","STATE","MICHIGAN","26","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","38,000,000",""
"SURVEY","2013","SEP","","STATE","MINNESOTA","27","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","214,100,000",""
"SURVEY","2013","SEP","","STATE","MISSISSIPPI","28","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,200,000",""
"SURVEY","2013","SEP","","STATE","MISSOURI","29","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","151,600,000",""
"SURVEY","2013","SEP","","STATE","MONTANA","30","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,000,000",""
"SURVEY","2013","SEP","","STATE","NEBRASKA","31","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","604,400,000",""
"SURVEY","2013","SEP","","STATE","NEVADA","32","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","2013","SEP","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,800,000",""
"SURVEY","2013","SEP","","STATE","NEW JERSEY","34","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,800,000",""
"SURVEY","2013","SEP","","STATE","NEW MEXICO","35","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","300,000",""
"SURVEY","2013","SEP","","STATE","NEW YORK","36","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,100,000",""
"SURVEY","2013","SEP","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","201,800,000",""
"SURVEY","2013","SEP","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","600,000",""
"SURVEY","2013","SEP","","STATE","OHIO","39","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","22,100,000",""
"SURVEY","2013","SEP","","STATE","OKLAHOMA","40","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","84,900,000",""
"SURVEY","2013","SEP","","STATE","OREGON","41","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,700,000",""
"SURVEY","2013","SEP","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","101,500,000",""
"SURVEY","2013","SEP","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","18,600,000",""
"SURVEY","2013","SEP","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","84,000,000",""
"SURVEY","2013","SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","21,100,000",""
"SURVEY","2013","SEP","","STATE","TEXAS","48","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","374,900,000",""
"SURVEY","2013","SEP","","STATE","UTAH","49","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","40,000,000",""
"SURVEY","2013","SEP","","STATE","VIRGINIA","51","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","38,700,000",""
"SURVEY","2013","SEP","","STATE","WASHINGTON","53","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","67,900,000",""
"SURVEY","2013","SEP","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","700,000",""
"SURVEY","2013","SEP","","STATE","WISCONSIN","55","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","104,600,000",""
"SURVEY","2013","SEP","","STATE","WYOMING","56","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","400,000",""
"SURVEY","2013","OCT","","STATE","ALABAMA","01","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,100,000",""
"SURVEY","2013","OCT","","STATE","ALASKA","02","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","2013","OCT","","STATE","ARIZONA","04","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","37,000,000",""
"SURVEY","2013","OCT","","STATE","ARKANSAS","05","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","500,000",""
"SURVEY","2013","OCT","","STATE","CALIFORNIA","06","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","152,400,000",""
